AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
26,16,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
14,11,4,2,1,2,0,0,0,0,0,1,1,1,0,7,0
44,19,0,1,1,0,0,0,4,0,0,1,1,1,1,0,1
71,1,4,0,0,0,3,0,4,0,1,0,0,0,1,5,0
10,6,4,2,1,2,0,0,0,0,0,1,1,1,0,5,0
32,19,4,2,1,0,0,0,4,0,0,1,1,1,0,5,1
85,16,1,16,0,0,3,0,4,1,1,1,1,0,1,0,0
18,18,4,17,1,0,0,2,4,0,0,1,1,1,1,5,0
94,21,2,16,0,0,0,0,4,0,0,1,1,0,1,0,0
35,16,0,1,1,0,0,0,4,3,0,1,1,1,0,0,1
83,16,1,6,1,0,0,0,4,0,0,1,1,1,0,0,0
69,20,1,5,1,0,3,0,4,3,1,1,1,1,1,5,0
83,18,0,1,0,0,0,0,4,0,0,1,1,0,1,0,0
40,20,4,2,1,0,0,0,4,0,0,1,1,1,0,1,1
27,16,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
21,18,4,17,1,0,0,2,4,0,0,1,1,1,1,0,1
12,9,4,2,1,1,0,0,0,0,0,1,1,1,0,7,0
62,20,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
50,19,0,10,1,0,0,0,4,0,0,1,1,1,0,5,1
36,22,4,0,1,0,1,2,4,0,0,1,1,1,1,0,1
13,10,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
9,6,4,2,0,5,0,0,0,3,0,1,1,0,0,0,0
84,22,1,0,1,0,0,0,2,1,0,1,1,1,0,0,0
51,17,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0
22,16,4,17,1,0,0,0,1,1,0,1,1,1,1,0,0
9,6,4,2,1,5,0,0,0,0,0,1,1,1,1,0,0
50,16,0,0,1,0,0,0,4,0,0,1,1,1,0,1,1
35,16,4,16,0,0,0,0,4,0,0,1,0,1,0,7,0
39,22,0,0,1,0,0,2,4,1,0,1,1,1,1,0,1
55,16,4,10,1,0,0,2,4,0,0,1,1,1,0,7,0
76,14,1,12,0,0,0,0,4,1,0,1,1,0,0,5,0
29,16,4,12,1,0,4,0,4,0,1,1,1,1,1,0,1
63,21,0,0,1,0,4,0,4,0,1,1,1,1,0,0,1
36,23,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
46,16,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
55,21,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
61,1,0,1,1,0,3,0,4,1,1,1,1,1,1,7,0
94,16,2,16,0,0,0,0,4,1,0,1,0,0,1,0,0
45,24,0,1,1,0,3,0,4,0,1,1,1,1,1,0,1
84,16,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1
14,10,4,2,1,2,0,0,0,1,0,1,1,1,1,8,0
25,14,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
58,16,2,17,0,0,0,0,4,0,0,1,0,1,0,0,0
19,16,4,17,1,0,0,0,4,1,0,1,1,1,0,8,0
69,1,0,16,1,0,4,2,4,0,1,1,1,1,1,0,0
87,9,1,0,1,0,4,0,4,3,1,1,1,1,0,7,0
31,14,4,16,1,0,0,2,4,0,0,1,1,1,1,8,0
45,18,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
56,20,0,0,1,0,0,0,4,3,0,1,1,1,1,5,1
44,22,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
38,23,4,0,1,0,0,2,4,0,0,1,1,1,0,5,1
25,21,0,1,1,0,0,0,4,0,0,1,1,1,1,7,1
21,16,4,13,1,0,0,2,4,1,0,1,1,1,1,0,1
18,16,4,2,1,0,0,0,4,0,0,1,1,1,0,7,0
63,15,0,8,1,0,3,2,4,3,1,1,1,1,1,0,0
42,21,0,0,1,0,0,0,4,1,0,1,1,1,0,8,1
20,19,4,7,1,0,0,0,4,0,0,1,1,1,0,0,1
56,16,0,1,0,0,0,0,4,3,0,1,0,1,1,7,0
83,19,1,0,1,0,0,0,2,0,0,1,1,1,0,0,0
20,16,4,17,1,0,0,0,4,0,0,1,1,1,0,0,1
19,16,4,17,1,0,0,2,4,0,0,1,1,1,0,5,0
22,16,4,17,1,0,0,2,1,1,0,1,1,1,0,0,0
26,19,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
6,1,4,2,1,1,0,2,0,0,0,1,1,1,0,5,0
19,19,4,17,1,0,0,0,4,1,0,1,1,1,1,0,1
58,19,0,0,1,0,3,0,4,0,1,1,1,1,0,5,0
18,16,4,2,1,0,0,0,4,1,0,1,1,1,0,8,1
14,11,4,2,1,1,0,0,0,1,0,1,1,1,0,8,0
43,16,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
17,14,3,9,1,0,0,0,4,2,0,1,1,1,1,2,0
18,18,4,17,1,0,0,0,4,0,0,1,1,1,0,5,0
50,16,0,1,0,0,0,0,4,0,0,1,1,1,1,0,0
25,16,4,2,1,0,0,0,4,0,0,1,1,1,0,7,1
42,21,0,0,1,0,0,0,2,1,0,1,1,1,1,0,1
13,10,4,17,1,0,0,0,0,0,0,1,1,1,1,0,0
48,16,0,1,1,0,0,2,4,0,0,1,1,1,1,0,1
29,22,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
44,13,4,12,0,0,0,0,4,3,0,1,1,0,0,0,1
63,16,4,17,0,0,4,0,4,0,1,1,1,0,1,5,0
69,4,3,0,1,0,4,0,4,0,1,1,1,1,1,0,0
51,24,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
26,19,4,2,1,0,0,0,4,0,0,1,1,1,1,5,0
30,22,4,0,1,0,4,2,4,0,1,1,1,1,0,5,1
77,21,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0
38,16,0,0,1,0,4,0,4,0,1,1,1,1,0,0,1
30,16,4,16,0,0,0,2,4,0,0,1,1,0,0,1,0
28,18,0,0,1,0,3,2,4,0,1,1,1,1,1,5,1
36,22,0,0,1,0,3,0,4,0,1,1,1,1,0,5,0
39,13,4,5,1,0,0,0,4,0,0,1,1,1,0,7,1
18,16,4,17,0,0,0,0,4,0,0,1,1,0,1,0,0
47,21,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
27,21,4,0,1,0,4,1,4,0,1,1,1,1,1,0,1
39,16,4,16,1,0,4,0,4,0,1,1,1,1,0,0,0
64,19,0,1,1,0,0,0,4,3,0,1,1,1,1,0,0
19,18,4,17,1,0,0,2,4,1,0,1,1,1,1,8,0
57,21,4,17,0,0,0,0,4,0,0,1,1,0,0,0,0
21,18,4,2,1,0,0,0,4,0,0,1,1,1,0,0,0
57,5,0,1,1,0,4,0,4,0,1,1,1,1,1,7,1
28,21,4,13,1,0,0,2,4,0,0,1,1,1,0,0,1
37,14,3,16,1,0,0,2,4,0,0,1,1,1,0,7,0
57,16,0,1,1,0,0,0,4,0,0,1,1,1,1,0,1
32,15,0,9,1,0,3,0,4,3,1,1,1,1,0,7,0
55,19,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
25,13,4,5,0,0,0,0,4,3,0,1,1,0,0,0,0
38,16,2,0,1,0,0,0,4,1,0,1,1,1,1,8,1
90,21,1,16,0,0,3,0,4,0,1,1,1,0,1,5,0
7,5,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0
16,11,4,16,0,0,0,0,0,0,0,0,1,0,0,5,0
41,21,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
84,16,0,16,0,0,3,0,4,0,1,1,1,0,1,0,0
68,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
36,19,4,0,1,0,0,0,4,3,0,1,1,1,0,1,0
76,22,0,1,0,0,0,0,4,0,0,1,1,0,1,0,0
22,19,4,12,1,0,0,2,4,3,0,1,1,1,1,0,1
28,16,4,16,1,0,0,2,4,1,0,1,1,1,0,0,0
38,20,4,2,1,0,3,0,4,0,1,1,1,1,0,5,1
67,22,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0
20,18,4,2,1,0,0,0,4,2,0,1,1,1,0,0,0
30,17,0,4,1,0,0,2,4,0,0,1,1,1,1,8,0
25,19,4,17,1,0,0,2,4,0,0,1,1,1,0,7,0
70,18,0,1,1,0,0,0,4,1,0,1,1,1,1,0,1
67,6,0,0,1,0,3,0,4,0,1,1,1,1,0,0,0
21,19,4,2,1,0,0,0,4,0,0,1,1,1,0,7,1
42,17,0,1,1,0,4,0,4,0,1,1,1,1,1,0,0
25,15,4,16,1,0,0,2,4,1,0,1,1,1,0,8,0
16,14,4,2,1,2,0,2,0,0,0,1,1,1,0,5,0
13,8,4,16,0,0,0,2,0,3,0,1,1,0,0,0,0
23,20,0,17,1,0,0,0,1,0,0,1,1,1,0,1,0
20,19,4,12,1,0,0,2,4,3,0,1,1,1,1,0,0
23,23,4,17,1,0,4,1,4,1,1,1,1,1,1,0,0
45,20,2,0,0,0,0,0,4,0,0,1,1,1,0,0,1
57,21,0,0,1,0,4,2,4,0,1,1,1,1,1,5,0
51,24,1,5,1,0,0,0,4,0,0,1,1,1,1,1,1
41,19,0,2,1,0,3,0,4,3,1,1,1,1,0,5,0
53,9,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
66,21,4,0,0,0,0,0,2,0,0,1,1,1,1,0,1
54,21,4,0,1,0,0,0,4,1,0,1,1,1,1,0,1
18,18,4,17,1,0,0,2,4,1,0,1,1,1,0,0,0
76,9,0,0,0,0,3,0,4,0,1,1,1,1,0,0,0
41,1,0,1,1,0,4,0,4,0,1,1,1,1,1,0,1
89,12,1,16,0,0,0,0,4,3,0,1,1,0,1,0,0
71,16,1,0,1,0,0,0,4,1,0,1,1,1,1,0,0
57,19,4,17,0,0,0,0,4,0,0,1,1,1,0,0,0
60,21,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
6,4,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
62,21,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
56,13,2,0,1,0,0,0,4,0,0,1,1,1,1,0,0
32,21,4,12,1,0,0,0,4,3,0,1,1,1,0,5,1
24,19,4,16,1,0,0,2,4,1,0,1,1,1,0,1,0
23,19,4,13,0,0,4,0,4,0,1,0,0,0,0,0,1
62,19,2,0,1,0,3,2,4,0,1,1,1,1,1,5,1
69,1,1,17,0,0,3,0,4,3,1,1,1,0,1,5,0
55,19,4,16,0,0,0,2,4,3,0,1,1,0,1,0,0
15,13,4,3,0,2,0,0,0,0,0,1,1,0,0,7,0
62,14,4,16,0,0,3,2,4,0,1,1,1,1,1,5,0
94,18,1,16,0,0,0,0,4,0,0,0,0,0,1,0,0
50,16,0,10,1,0,0,0,4,2,0,1,1,1,1,0,0
13,11,4,16,0,0,0,2,0,3,0,1,1,0,1,7,0
40,15,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
34,21,0,0,1,0,0,0,4,3,0,1,1,1,1,5,1
73,20,0,6,1,0,0,0,4,3,0,1,1,1,0,5,0
9,3,4,2,1,2,0,2,0,1,0,1,1,1,1,0,0
65,16,1,17,0,0,0,0,4,0,0,1,1,1,1,4,0
71,18,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
77,21,1,16,0,0,4,0,4,0,1,1,1,1,1,6,0
49,14,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
94,21,1,17,0,0,0,0,2,3,0,0,0,0,0,0,0
29,19,0,1,1,0,0,0,4,3,0,1,1,1,1,7,1
12,9,4,2,1,5,0,0,0,0,0,1,1,1,1,2,0
19,19,4,17,1,0,0,2,4,0,0,1,1,1,1,0,0
20,19,4,2,1,0,0,2,4,0,0,1,1,1,1,0,1
23,21,0,1,1,0,4,2,4,0,1,1,1,1,1,0,0
64,21,4,17,0,0,0,0,4,3,0,1,1,0,0,0,0
36,18,4,5,1,0,0,0,4,3,0,1,1,1,1,7,1
22,19,4,2,1,0,0,0,4,3,0,1,1,1,1,0,1
10,8,4,2,1,2,0,0,0,0,0,1,1,1,1,0,0
19,16,4,17,1,0,0,2,4,3,0,1,1,1,0,0,0
66,21,2,0,1,0,0,0,4,0,0,1,1,1,0,0,1
32,19,4,13,1,0,0,0,4,0,0,1,1,1,0,0,1
27,14,0,16,1,0,0,2,4,0,0,1,1,1,0,4,0
45,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
20,19,4,17,1,0,0,2,4,1,0,1,1,1,0,0,1
58,17,3,0,1,0,0,0,4,0,0,1,1,1,0,7,0
68,21,1,17,0,0,0,0,4,3,0,1,1,0,1,0,0
41,23,4,2,1,0,0,0,4,0,0,1,1,1,1,0,1
11,9,4,2,1,5,0,0,0,1,0,1,1,1,0,8,0
19,16,4,17,1,0,0,2,1,0,0,1,1,1,0,1,0
32,9,4,17,0,0,0,2,4,0,0,1,1,0,0,5,0
19,16,4,17,1,0,0,2,4,1,0,1,1,1,1,5,1
21,19,4,17,1,0,0,2,4,0,0,1,1,1,0,5,1
72,21,1,16,0,0,0,2,4,3,0,1,1,0,1,0,0
87,22,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0
68,19,0,0,1,0,0,0,4,1,0,1,1,1,1,0,0
53,22,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
33,21,0,1,1,0,0,0,4,1,0,1,1,1,1,0,1
30,12,4,16,1,0,0,0,4,1,0,1,1,1,0,8,0
17,14,4,2,1,1,0,0,4,0,0,1,1,1,1,0,0
46,15,0,1,1,0,4,0,4,0,1,1,1,1,0,0,0
77,19,4,17,1,0,3,2,4,0,1,1,1,1,1,0,0
73,1,1,0,1,0,3,0,4,0,1,1,1,1,1,7,0
19,16,4,17,1,0,0,0,4,0,0,1,1,1,0,0,0
23,19,4,0,1,0,4,0,4,0,1,1,1,1,0,7,1
35,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
6,4,4,2,1,2,0,0,0,0,0,1,1,1,1,0,0
48,19,4,17,1,0,0,0,4,0,0,1,1,1,0,0,1
33,16,4,16,1,0,0,2,4,0,0,1,1,1,0,5,0
58,19,0,16,0,0,0,2,4,0,0,0,0,1,1,2,0
87,24,4,0,1,0,3,0,2,2,1,1,1,1,0,0,1
73,9,1,17,0,0,0,0,4,3,0,1,1,0,1,0,0
33,4,4,11,1,0,4,0,4,0,1,1,1,1,1,7,1
38,13,3,0,1,0,0,0,4,0,0,1,1,1,1,0,1
20,14,4,2,0,0,0,0,4,0,0,0,1,0,0,7,0
27,16,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
55,16,4,16,0,0,0,2,2,3,0,1,1,1,0,0,0
81,24,0,1,1,0,0,0,2,0,0,1,1,1,0,0,0
41,18,2,16,1,0,0,0,4,0,0,1,1,1,1,0,0
24,21,4,2,1,0,0,0,4,0,0,1,1,1,1,5,1
22,16,4,10,0,0,0,0,4,0,0,1,0,1,0,7,0
15,12,4,4,1,1,0,2,0,1,0,1,1,1,1,5,0
48,22,3,0,1,0,0,0,4,0,0,1,1,1,0,0,1
19,19,4,2,1,0,0,0,4,1,0,1,1,1,1,8,0
54,16,4,17,0,0,0,0,4,0,0,1,1,0,0,0,0
63,20,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
70,22,2,0,1,0,0,0,4,1,0,1,1,1,0,0,1
34,21,4,0,1,0,0,0,4,3,0,1,1,1,1,5,1
33,22,2,0,1,0,3,0,4,0,1,1,1,1,1,5,0
7,4,4,2,1,7,0,2,0,3,0,1,1,1,1,0,0
34,16,0,1,1,0,4,0,4,0,1,1,1,1,1,7,0
17,12,4,2,1,7,0,0,4,0,0,1,1,1,1,7,0
30,23,0,17,1,0,4,0,4,0,1,1,1,1,0,5,1
55,16,4,17,0,0,3,2,4,0,1,1,1,0,1,1,1
63,16,4,0,0,0,0,0,2,3,0,1,0,1,0,1,0
36,21,0,1,1,0,0,2,4,1,0,1,1,1,1,0,0
61,15,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
30,21,4,0,1,0,4,0,4,3,1,1,1,1,0,5,1
72,22,0,0,1,0,3,0,4,0,1,1,1,1,0,5,0
45,21,2,0,0,0,0,0,4,0,0,1,1,0,1,0,1
54,12,0,16,1,0,3,2,4,0,1,1,1,1,0,0,0
45,10,0,1,1,0,4,0,4,0,1,1,1,1,1,7,0
47,16,0,1,1,0,0,0,4,0,0,1,1,1,1,2,0
59,16,4,17,1,0,0,2,2,0,0,1,1,1,0,1,0
41,16,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
72,21,1,16,1,0,0,0,4,0,0,1,1,1,1,5,0
25,17,4,16,1,0,4,0,4,0,1,1,1,1,1,5,0
20,16,4,17,1,0,0,2,4,3,0,1,1,1,0,0,0
28,16,0,16,1,0,4,0,4,0,1,1,1,1,0,0,0
17,14,4,16,1,0,0,2,4,0,0,1,1,1,0,8,0
68,11,4,0,1,0,4,0,4,0,1,1,1,1,1,7,0
7,4,4,2,1,7,2,0,0,3,0,1,1,1,0,7,0
28,23,1,17,1,0,4,0,4,0,1,1,1,1,1,0,0
22,14,4,16,1,0,0,0,4,3,0,1,1,1,1,0,0
34,21,0,0,1,0,0,2,4,0,0,1,1,1,1,0,0
6,4,4,2,1,2,0,0,0,1,0,1,1,1,1,7,0
62,19,0,17,0,0,0,0,4,0,0,1,1,1,0,1,0
79,19,0,1,0,0,0,0,4,1,0,1,0,1,1,0,0
29,19,4,16,0,0,0,0,4,2,0,0,1,1,1,0,0
57,23,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
17,14,4,12,1,0,0,0,4,3,0,1,1,1,0,7,1
39,21,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
18,18,4,17,1,0,0,2,4,0,0,1,1,1,1,5,1
25,1,4,15,1,0,4,0,4,3,1,1,1,1,0,8,1
46,14,3,0,1,0,0,0,4,0,0,1,1,1,1,0,0
18,16,4,17,1,0,0,2,4,1,0,1,1,1,1,0,0
10,7,4,2,1,1,0,0,0,0,0,1,1,1,0,7,0
26,14,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
16,14,4,2,1,4,3,0,0,0,1,1,1,1,0,5,0
47,1,1,6,1,0,4,2,4,0,1,1,1,1,0,0,1
25,20,4,2,1,0,3,0,4,0,1,1,1,1,0,5,0
40,16,0,1,1,0,4,0,4,3,1,1,1,1,1,0,1
77,19,0,8,0,0,0,2,4,3,0,1,0,1,1,0,0
8,5,4,7,1,8,0,0,0,0,0,1,1,1,0,7,0
20,19,4,17,1,0,0,2,4,1,0,1,1,1,0,0,0
10,6,4,2,1,2,0,0,0,1,0,1,1,1,1,0,0
11,8,4,2,1,8,0,0,0,0,0,1,1,1,0,0,0
26,16,4,16,1,0,0,0,4,0,0,1,1,1,0,2,0
69,21,0,16,0,0,0,0,2,3,0,1,1,0,0,0,0
58,21,0,1,1,0,0,0,4,1,0,1,1,1,0,8,1
17,14,4,4,1,1,0,0,4,0,0,1,1,1,0,0,0
5,1,4,2,1,5,0,0,0,0,0,1,1,1,0,0,0
40,21,0,1,1,0,4,0,4,3,1,1,1,1,0,0,1
29,16,4,2,1,0,0,0,4,0,0,1,1,1,1,7,0
22,16,4,0,1,0,0,2,4,1,0,1,1,1,1,5,1
25,16,4,13,1,0,0,0,4,1,0,1,1,1,1,8,0
18,19,4,2,1,0,0,0,4,0,0,1,1,1,1,5,1
15,12,4,16,1,0,0,2,0,0,0,1,1,1,0,0,0
35,16,4,16,1,0,0,0,4,0,0,1,1,1,1,7,0
58,18,1,16,0,0,0,0,4,1,0,1,1,0,1,8,0
94,19,1,16,0,0,0,0,4,3,0,1,1,0,1,0,0
67,19,1,12,0,0,0,2,4,1,0,1,1,1,1,0,0
35,15,4,16,1,0,0,0,4,0,0,1,1,1,1,0,0
49,16,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
15,12,4,2,1,2,4,2,0,0,1,1,1,1,0,5,0
19,18,4,2,1,0,0,0,4,1,0,1,1,1,1,8,0
11,7,4,2,1,8,0,0,0,0,0,1,1,1,1,0,0
62,21,0,0,1,0,2,0,4,0,0,1,1,1,1,5,0
8,4,4,2,1,7,0,0,0,0,0,1,1,1,1,7,0
63,14,4,17,0,0,0,2,4,0,0,1,1,1,0,1,0
23,21,4,11,1,0,0,0,4,3,0,1,1,1,1,7,1
53,21,0,1,1,0,0,0,4,3,0,1,1,1,1,0,1
11,8,4,2,1,1,0,0,0,0,0,1,1,1,0,6,0
50,6,4,17,1,0,0,0,4,0,0,1,1,1,0,0,0
31,1,4,16,1,0,0,0,4,3,0,1,1,1,0,7,0
26,16,4,17,1,0,0,0,4,0,0,1,1,1,0,0,0
27,17,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
65,19,1,0,1,0,3,0,4,0,1,1,1,1,1,5,0
62,18,4,0,1,0,0,0,4,0,0,1,1,1,1,0,1
38,18,4,2,1,0,0,0,4,1,0,1,1,1,0,0,0
38,21,4,0,1,0,4,0,4,0,1,1,1,1,0,5,1
17,13,4,3,1,4,0,2,4,0,0,1,1,1,0,0,0
16,14,4,2,1,1,4,0,0,0,1,1,1,1,0,5,0
65,21,0,1,1,0,0,0,2,0,0,1,1,1,0,0,1
7,3,4,2,1,7,0,0,0,0,0,1,1,1,1,1,0
37,19,4,17,0,0,3,0,4,0,1,1,1,0,1,5,0
12,9,4,14,1,0,0,0,0,0,0,1,1,1,1,1,0
73,9,0,6,0,0,3,0,4,0,1,1,1,0,1,0,0
27,22,4,0,1,0,4,2,4,0,1,1,1,1,1,5,0
52,16,2,0,1,0,4,0,4,0,1,1,1,1,1,0,1
52,22,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
46,16,0,0,1,0,0,0,4,3,0,1,1,1,1,0,0
7,5,4,2,1,1,0,0,0,0,0,1,1,1,1,7,0
84,1,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0
63,21,0,0,1,0,0,0,4,0,0,1,1,1,1,5,1
73,15,1,0,1,0,3,0,4,0,1,1,1,1,1,1,0
58,18,4,17,0,0,0,0,4,0,0,1,1,0,1,1,0
44,20,0,0,1,0,0,0,2,2,0,1,1,1,0,0,1
21,14,4,16,1,0,0,2,4,0,0,1,1,1,0,7,0
28,19,0,0,1,0,0,0,4,0,0,1,1,1,1,7,1
41,21,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
65,13,0,1,1,0,0,0,4,0,0,1,1,1,0,0,0
43,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
19,19,4,17,0,0,0,0,4,1,0,1,1,0,1,0,0
18,18,4,17,1,0,0,2,4,1,0,1,1,1,1,0,0
28,12,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
48,23,4,0,1,0,0,0,4,3,0,1,1,1,1,0,1
88,8,1,16,0,0,0,0,4,0,0,0,0,0,1,0,0
13,10,4,2,1,2,0,0,0,3,0,1,1,1,0,0,0
19,16,4,2,1,0,0,0,4,1,0,1,1,1,0,8,0
15,13,4,2,1,2,0,0,0,0,0,1,1,1,1,0,0
57,24,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
20,19,4,17,1,0,0,0,4,1,0,1,1,1,0,5,0
34,16,4,2,1,0,0,0,4,1,0,1,1,1,1,0,0
50,16,0,1,0,0,0,0,4,3,0,1,1,0,1,0,0
87,19,1,8,0,0,3,0,4,3,1,1,1,0,1,5,0
42,16,1,16,1,0,0,2,4,0,0,1,1,1,0,0,0
55,1,0,6,1,0,4,0,4,0,1,1,1,1,1,0,0
51,9,0,10,1,0,4,0,4,0,1,1,1,1,0,0,1
30,16,4,15,1,0,0,0,4,0,0,1,1,1,0,0,1
24,19,4,0,1,0,0,0,4,0,0,1,1,1,1,0,1
30,13,4,16,1,0,0,2,4,0,0,1,1,1,0,7,0
20,20,4,0,1,0,0,2,4,1,0,1,1,1,1,8,1
54,21,4,17,1,0,0,0,4,1,0,1,1,1,0,0,1
13,9,4,2,1,7,0,0,0,1,0,1,1,1,1,0,0
56,19,1,16,0,0,0,0,2,0,0,1,0,1,0,1,0
94,20,1,17,0,0,3,0,4,0,1,1,1,0,1,0,0
24,16,4,2,1,0,0,0,4,0,0,1,1,1,0,2,0
32,11,4,2,0,0,0,0,4,0,0,1,1,1,1,0,0
66,12,1,6,1,0,3,0,4,0,1,1,1,1,1,5,0
18,16,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
22,16,4,16,1,0,0,2,4,0,0,1,1,1,0,7,0
56,18,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0
64,21,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
18,18,4,17,1,0,0,2,4,1,0,1,1,1,1,0,0
70,22,1,13,1,0,0,0,4,0,0,1,1,1,0,0,1
87,15,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
68,16,3,0,1,0,0,0,4,0,0,1,1,1,0,7,0
81,21,4,17,0,0,0,0,4,3,0,1,1,0,1,0,0
52,19,1,16,1,0,0,0,4,2,0,1,1,1,0,0,0
94,16,1,6,0,0,0,0,4,1,0,0,1,0,1,0,0
59,19,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0
52,19,0,0,1,0,3,0,4,3,1,1,1,1,0,5,1
19,16,4,15,1,0,0,2,4,0,0,1,1,1,1,0,1
39,21,4,12,1,0,2,2,4,0,0,1,1,1,1,5,1
11,8,4,2,1,2,0,0,0,1,0,1,1,1,1,0,0
76,23,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
25,21,4,13,1,0,0,2,4,3,0,1,1,1,1,0,1
38,19,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
61,9,0,10,1,0,4,0,4,0,1,1,1,1,0,0,1
39,22,2,15,1,0,0,0,4,3,0,1,1,1,0,0,1
42,15,2,16,0,0,4,0,4,0,1,1,1,0,0,7,0
15,12,4,16,1,0,0,2,0,0,0,1,1,1,0,0,0
26,18,0,2,1,0,0,0,4,0,0,1,1,1,1,0,0
71,16,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
66,16,4,16,0,0,0,0,4,0,0,1,1,1,1,0,0
6,2,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
52,18,2,0,0,0,0,0,4,0,0,1,1,0,0,0,1
39,22,4,13,1,0,0,2,4,1,0,1,1,1,1,0,1
90,16,4,17,0,0,0,0,2,3,0,0,1,0,0,0,0
9,6,4,2,1,8,4,2,0,0,1,1,1,1,0,7,0
45,22,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
34,19,0,1,1,0,0,0,4,0,0,1,1,1,1,0,1
36,21,0,1,1,0,0,0,4,0,0,1,1,1,0,7,1
26,13,4,16,0,0,0,0,4,3,0,1,1,0,0,1,0
94,8,1,16,0,0,3,0,4,0,1,0,1,0,1,0,0
6,3,4,14,1,0,0,0,0,0,0,1,1,1,0,0,0
53,14,1,17,1,0,0,0,4,0,0,1,1,1,1,0,0
19,19,4,17,1,0,0,0,4,1,0,1,1,1,1,8,0
30,17,0,16,1,0,0,2,4,1,0,1,1,1,0,0,0
30,19,0,0,1,0,0,0,4,2,0,1,1,1,0,0,0
63,21,2,13,1,0,0,0,4,0,0,1,1,1,0,0,1
65,15,0,0,1,0,0,2,4,3,0,1,1,1,0,0,1
33,22,4,13,1,0,0,0,4,3,0,1,1,1,1,0,1
76,16,0,0,1,0,3,0,4,0,1,1,1,1,0,5,0
39,16,0,16,1,0,0,2,4,0,0,1,1,1,0,0,0
45,21,0,1,1,0,0,0,4,0,0,1,1,1,1,0,1
63,20,0,1,1,0,4,0,4,0,1,1,1,1,1,0,0
54,21,0,1,1,0,3,0,4,0,1,1,1,1,1,0,1
69,16,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
6,4,4,2,1,2,0,0,0,1,0,1,1,1,1,5,0
85,19,4,0,0,0,3,0,4,0,1,1,1,1,1,5,0
